"id_estudiante","beca","ingreso_familiar","escolaridad_madre","escolaridad_padre","num_hermanos","rural","indigena","distancia_escuela","mujer","edad","calificacion_previa","asistencia_previa","calificacion","asistencia","desercion"
1035,0,4010.56,6,6,5,0,0,0.01,0,14,82.6,98,91.5,99.4,0
1036,0,9698.15,6,3,4,0,0,0.01,0,16,98,98,100,98.8,0
1037,0,25246.43,3,0,3,1,0,4.88,0,14,98,98,100,100,0
1038,0,12097.29,3,9,1,0,1,1.22,1,16,98,98,95.9,100,0
1039,0,10176.78,12,9,1,0,0,0.44,0,13,98,98,100,100,0
1040,0,4552.99,3,0,1,0,0,0.56,1,15,69.4,98,70.4,95.5,0
1041,0,16600.18,9,0,1,0,0,0.24,0,16,98,98,99.2,100,0
1042,1,2576.08,0,9,4,0,0,0.8,0,17,65.8,97.6,67.9,100,0
1043,0,11034.63,9,3,0,1,0,1.8,0,15,98,98,96.5,95.9,0
1044,0,3332.5,0,9,4,0,0,0.19,1,17,77.5,98,88,100,0
1045,0,7628.12,6,6,2,0,0,0.06,1,16,92.2,98,94.1,97.3,0
1046,0,2671.04,12,3,3,0,0,0.87,0,16,86.9,98,88.7,100,0
1047,0,10094.75,12,3,1,0,0,1.35,1,12,98,98,98.4,100,0
1048,0,12544.65,9,3,4,0,0,0.34,0,13,98,98,93.9,100,0
1049,0,5264.41,0,16,6,0,0,1.01,0,17,86.7,98,93.8,96.3,0
1050,1,1857.15,3,12,2,0,1,0.02,1,15,71.2,96,81.5,100,0
1051,1,4306.02,12,0,0,1,0,0.37,0,17,80.9,98,96.6,100,0
1052,0,3377.01,3,9,3,0,0,0.47,0,15,73,93.2,61.1,94.8,0
1053,0,11742.36,12,9,1,1,0,3.4,0,16,98,98,97.3,94.6,0
1054,0,8212.5,6,6,2,1,0,10.04,1,12,98,98,89.7,95.4,0
1055,0,14342.36,12,3,3,1,0,2.38,0,18,98,98,100,99.5,0
1056,0,10918.09,12,12,6,0,0,0.83,1,15,98,98,99.9,100,0
1057,1,4889.6,6,6,2,0,0,0.09,0,17,82.7,98,88.6,100,0
1058,0,6147.77,9,6,4,0,0,0.2,1,15,78.9,98,72.1,92.8,0
1059,0,6721.47,9,6,2,0,0,0.57,1,13,95,98,87,100,0
1060,1,1185.4,6,9,2,1,0,1.56,1,15,80.2,91.9,80.4,98.1,0
1061,0,4134.77,0,9,3,0,0,0.52,1,17,76.3,91,81.7,96.3,0
1062,0,5321.65,3,9,1,0,0,0.88,1,13,84.9,98,94.9,91.8,0
1063,0,17531.26,0,0,2,0,0,0.59,1,15,98,98,100,100,0
1064,0,20639.26,6,16,5,0,0,0.2,0,12,98,98,100,96.4,0
1065,0,8350.03,6,12,5,0,0,0.13,0,13,98,98,100,100,0
1066,1,3471.84,9,9,1,0,0,2.51,1,18,94.4,98,98.4,100,0
1067,0,6887.34,3,12,2,0,0,0.36,0,15,89.4,98,94.8,97.2,0
1068,0,6578.63,12,6,2,0,0,0.71,1,14,98,98,99.3,99.4,0
1069,1,2433.6,12,9,6,0,0,0.3,1,14,90.6,98,98.6,100,0
1070,1,3123.67,12,3,1,0,0,1.15,1,12,87.4,98,99.5,100,0
1071,0,57852.93,3,9,6,0,0,0.08,1,17,98,98,92.4,98.7,0
1072,1,2598.98,9,12,0,0,0,0.46,1,15,98,98,100,95,0
1073,0,3176.27,0,6,4,0,0,0.01,1,15,75.9,92.4,78.8,94.4,0
1074,0,13229.22,6,0,3,0,1,0.33,1,13,98,98,100,100,0
1075,0,12127.83,9,6,6,1,0,3.94,0,17,98,98,99.3,100,0
1076,0,7888.15,16,12,3,0,0,0.55,0,15,98,98,96,100,0
1077,0,19038.73,6,12,4,1,0,9.81,1,15,98,98,100,97.6,0
1078,0,3403.33,9,9,1,1,1,5.22,1,15,70.7,94.5,66.7,95.9,0
1079,0,12741.31,12,9,2,0,0,1.99,0,16,98,98,100,100,0
1080,0,6497.2,9,3,2,1,0,2.11,1,14,81.2,98,83.7,98.7,0
1081,0,4185.72,0,6,2,0,0,0.14,1,15,62.4,95,51.7,94,0
1082,0,11994.18,16,6,1,1,0,6.38,1,12,98,98,91,100,0
1083,0,3861.36,9,6,4,1,0,2.25,1,16,81.7,98,78.9,95.5,0
1084,0,29203.39,6,12,3,0,0,0.91,1,14,98,98,95.6,100,0
1085,0,4069.55,9,3,3,0,0,0.02,1,13,72.7,98,74.8,100,0
1086,0,6048.64,0,9,2,0,1,0.46,0,17,71.8,98,58.4,100,0
1087,0,8062.14,12,16,3,0,0,0.91,0,12,98,98,78.4,100,0
1088,1,1206.62,6,12,3,0,0,0.24,1,16,69.3,91.9,83.4,100,0
1089,0,27355.03,9,9,0,0,0,0,1,13,98,98,99.2,97.6,0
1090,0,4934.85,3,6,2,0,0,0.31,1,13,85.8,98,81,99.9,0
1091,0,5501.5,0,9,3,0,0,1.6,0,13,75.6,98,80.7,100,0
1092,0,3862.51,3,3,3,0,0,0.7,1,14,78.6,98,70.7,97.6,0
1093,0,6446.29,12,9,1,1,0,0.68,1,13,97.6,98,100,97.5,0
1094,0,28860.71,3,16,1,0,0,4.85,1,17,98,98,100,100,0
1095,0,13729.08,9,3,4,0,0,0.07,0,14,98,98,99.4,96.5,0
1096,0,21269.69,12,12,0,0,0,0.55,1,13,98,98,90,92.7,0
1097,0,7943.71,12,3,0,0,0,0.42,0,15,93.5,98,99.7,100,0
1098,0,3929.75,0,3,3,0,1,1.98,0,12,87,98,96.3,96.7,0
1099,0,5667.5,3,6,4,0,0,0.55,1,16,88.4,98,97.7,100,0
1100,0,8955.91,6,9,1,0,0,0.3,1,15,98,98,100,96.3,0
1101,0,20301.97,3,16,5,0,0,1.12,0,12,98,98,95.1,93.5,0
1102,0,11661.07,12,3,3,0,0,0.08,1,13,98,98,100,100,0
1103,0,40845.71,12,0,2,1,0,2.87,0,15,98,98,100,95.5,0
1104,1,4646.1,9,16,2,0,1,0.35,1,17,98,98,100,100,0
1105,0,29236.47,6,3,2,0,1,0.7,0,15,98,98,100,100,0
1106,0,23893.6,0,3,6,0,0,0.06,1,13,98,98,100,100,0
1107,0,11517.37,9,12,0,0,0,0.36,1,17,98,98,87.8,87.1,0
1108,0,28489.68,12,12,2,0,0,0.07,0,17,98,98,100,92,0
1109,1,2012.23,12,6,2,1,1,0.61,1,16,89.5,98,100,100,0
1110,1,2472.01,12,12,2,0,1,0.09,1,17,98,98,97.1,99.8,0
1111,0,5196.88,9,12,3,0,0,1.37,0,15,98,98,100,100,0
1112,0,2732.89,6,6,3,0,0,0.95,1,15,86.7,98,85.3,88.5,0
1113,0,7584.59,3,6,3,1,0,1.45,1,14,78.4,98,77.5,100,0
1114,0,6083.96,9,9,3,1,0,3.14,0,15,91.9,98,100,97.2,0
1115,1,2889.11,9,9,6,0,0,0.83,1,13,86.7,98,100,100,0
1116,0,17559.43,6,12,3,0,0,0.11,0,13,98,98,98.7,100,0
1117,0,5788.54,9,9,6,1,0,0.74,1,14,92,98,84.6,92.3,0
1118,0,15101.84,0,0,5,1,0,4.09,1,16,94.7,98,100,94.3,0
1119,0,12859.25,3,0,5,0,1,1.18,1,14,98,98,99.7,99.6,0
1120,0,5899.5,9,9,0,0,0,0.44,0,15,98,98,93.6,91.9,0
1121,1,2330.93,16,9,0,0,0,1.24,0,15,88.7,98,100,100,0
1122,0,5225.33,9,9,2,0,1,0.51,1,15,98,98,84.3,95.5,0
1123,0,9641.27,12,3,2,0,0,1.74,0,14,98,98,95.6,100,0
1124,0,16824.44,6,9,0,0,0,0.16,0,15,98,98,100,100,0
1125,0,28050.78,9,0,2,0,0,0.56,0,15,98,98,100,95.2,0
1126,0,22348.28,3,0,1,0,0,0.57,1,12,98,98,94.5,91.4,0
1127,0,14888.16,16,6,0,0,0,1.64,1,14,98,98,93.2,100,0
1128,0,13730.08,9,16,2,1,0,0.35,0,17,98,98,100,94.1,0
1129,0,13673.18,12,12,1,0,0,0.42,1,16,98,98,100,95.9,0
1130,0,28135.32,3,12,6,1,0,0.17,1,17,98,98,97.3,99.5,0
1131,0,11308.26,6,3,4,1,0,3.95,1,16,93.9,98,91.4,94.7,0
1132,0,8287,6,0,1,0,0,0.19,1,15,89.7,98,92.5,100,0
1133,1,1220.72,6,16,2,1,0,2.21,1,18,74.4,72.1,90.1,90.6,0
1134,0,12541.97,6,3,3,1,0,3.65,0,16,82.8,98,88.4,98.4,0
1135,0,7557.82,3,0,3,0,0,1.06,1,17,78.8,98,83.7,100,0
1136,0,10884.7,3,3,3,1,1,1.14,1,15,89.1,98,88.6,100,0
1137,1,2559.71,6,9,2,1,0,2.3,0,13,72.7,91.6,88.7,96.9,0
1138,0,17303.67,0,6,1,1,0,1.12,0,18,98,98,96.5,100,0
1139,1,2212.82,16,9,5,0,1,0.1,0,12,98,98,100,100,0
1140,0,2597.66,3,0,2,1,0,0.43,1,16,51,82.5,61.9,82.9,0
1141,1,1394.59,9,9,3,0,0,0.14,0,13,76.4,98,77.5,100,0
1142,0,8793.73,6,3,1,0,0,0.35,0,18,98,98,100,100,0
1143,1,2078.17,0,3,0,1,0,1.29,0,15,52.7,77.9,70.4,90.7,0
1144,0,30762.58,9,3,1,0,0,0.97,1,12,98,98,98.2,100,0
1145,0,13644.1,6,6,1,1,1,1.82,1,17,98,98,98.5,100,0
1146,0,27628.35,12,12,2,0,0,0.87,0,15,98,98,100,98,0
1147,0,8057.16,9,0,1,0,1,0.07,1,18,95.6,98,97.8,94.4,0
1148,0,8531.75,9,0,1,0,0,0.09,1,15,89.2,98,100,100,0
1149,0,25340.93,12,6,6,0,0,0.56,1,16,98,98,96.2,100,0
1150,0,19472.94,6,12,6,0,0,0.24,0,15,98,98,97.4,96.2,0
1151,0,7338.81,6,9,0,0,0,0.19,1,17,97.2,98,100,95.3,0
1152,0,5004.9,6,12,3,0,0,0.26,1,13,93.3,98,80.2,87.3,0
1153,1,3371.42,6,9,3,0,0,0.01,1,14,77.4,98,90.9,100,0
1154,0,6316.76,9,6,3,0,0,1.6,0,15,90.9,98,87.2,100,0
1155,0,9321.8,9,3,2,0,1,0.19,0,15,98,98,90,93.3,0
1156,0,12390.04,9,6,2,0,0,0.35,1,15,98,98,100,100,0
1157,0,16732.84,0,9,6,0,0,1.12,0,15,98,98,100,89.4,0
1158,0,8411.9,9,16,4,0,0,0.09,1,14,98,98,100,100,0
1159,0,9394.09,3,6,3,1,0,4.47,1,15,84.1,98,79.7,96,0
1160,0,5409.93,6,12,0,1,0,1.24,1,15,95,98,98.5,100,0
1161,0,19391.42,3,6,1,0,0,0.47,1,12,98,98,97.9,100,0
1162,0,6985.57,3,3,2,1,0,9.27,1,14,91.1,98,97.4,100,0
1163,0,5557.27,12,3,2,0,0,0.92,1,13,98,98,100,100,0
1164,0,13446.81,0,3,2,0,1,0.07,1,15,91.5,98,92.2,100,0
1165,0,6517.85,3,6,2,1,0,2.51,0,14,78.4,98,80.1,100,0
1166,0,15279.56,3,12,2,0,0,0.02,0,15,98,98,100,100,0
1167,0,18794.96,6,0,3,0,0,0.06,0,15,98,98,100,100,0
1168,0,11778.99,12,9,1,0,0,1.12,1,14,98,98,100,100,0
1169,0,28629.88,0,9,3,1,1,6.36,1,14,98,98,98.7,100,0
1170,0,21037.53,9,6,1,0,0,0.44,0,18,98,98,100,100,0
1171,0,14048.16,12,9,5,1,0,1,0,15,98,98,92.9,100,0
1172,0,5258.22,3,3,5,0,1,0.18,1,15,78.5,98,84.7,100,0
1173,0,14105.53,0,6,5,0,0,0.01,0,13,95.9,98,97,94.1,0
1174,1,1400.76,3,6,0,0,0,0.63,1,15,64.3,89.5,80.7,95,0
1175,1,3777.29,0,12,2,0,0,0.49,0,16,94.1,98,98.9,100,0
1176,0,7243.45,12,12,1,1,0,1.16,0,13,98,98,98.7,99,0
1177,0,10869.55,12,12,3,0,0,0.21,1,16,98,98,91.8,94.7,0
1178,0,8473.39,16,9,3,1,0,0.34,0,17,98,98,100,99.1,0
1179,0,35707.27,0,12,2,0,0,1.4,1,15,98,98,100,99.2,0
1180,0,21737.44,0,12,1,1,0,1.06,1,15,98,98,100,98.5,0
1181,1,2376.14,0,6,5,0,0,0.91,1,13,73.5,95,81.4,100,0
1182,0,8572.93,9,0,3,0,0,0.25,0,14,98,98,98.5,95.5,0
1183,0,13356.03,16,9,5,0,0,0.67,1,15,98,98,96.6,97.1,0
1184,0,6773.78,3,3,3,1,1,0.67,0,15,67.5,88.2,66.1,89.5,0
1185,0,10731.48,0,6,4,1,0,1.6,1,16,88.1,98,92.4,97.5,0
1186,0,8935.29,6,3,1,0,0,0.66,0,17,91.6,98,85.1,100,0
1187,1,1914.39,6,3,2,1,0,0.61,1,16,67.1,88.2,85.3,100,0
1188,0,18055.33,3,3,2,1,0,0.61,1,12,98,98,100,100,0
1189,0,21149.59,9,6,4,0,0,1.26,1,18,98,98,100,100,0
1190,1,2589.44,12,6,3,0,0,2.19,0,14,84.1,98,100,100,0
1191,0,3218.44,6,12,6,0,0,0.08,0,15,91.3,98,93,95,0
1192,0,9477.76,0,9,3,1,0,2.55,0,16,83.8,98,71,100,0
1193,0,11982.79,3,3,1,0,0,0.02,0,16,87,98,88.4,100,0
1194,0,7909.97,9,3,6,0,0,1.19,1,13,85.3,98,81,100,0
1195,0,9225.66,0,9,4,0,0,0.6,1,15,98,98,99.3,100,0
1196,0,8823.73,9,12,2,1,0,5.73,0,13,98,98,100,100,0
1197,1,3160.31,9,3,6,0,0,2.03,0,14,84.4,98,91.8,100,0
1198,0,17112.14,0,12,1,1,0,5.11,1,13,98,98,100,97.9,0
1199,0,11356.89,12,9,3,0,1,0.01,0,16,98,98,88.9,97.9,0
1200,0,5418.56,3,6,2,1,0,3.27,1,16,62.9,91.6,70.5,97,0
1201,0,6540.01,0,9,0,1,0,1.75,1,15,88,98,88.6,98.5,0
1202,0,17151.32,9,6,1,0,0,0.49,0,15,98,98,100,100,0
1203,0,8326.67,9,3,4,0,0,0.08,0,14,98,98,100,100,0
1204,0,9843.11,0,6,5,1,0,1.83,1,12,87.5,98,88.3,96.7,0
1205,0,20230.58,3,0,1,1,0,2.09,0,16,98,98,93.4,100,0
1206,0,15707.99,16,12,3,0,0,1.09,0,13,98,98,90.9,100,0
1207,0,10704.79,9,0,0,1,0,4.82,0,16,98,98,100,95.6,0
1208,0,5973.2,3,0,4,1,0,9.7,1,15,73.9,95.9,59.4,100,0
1209,0,24077.31,3,12,5,1,0,1.16,1,13,98,98,98.9,98,0
1210,1,3990.08,6,3,2,0,0,0.17,0,17,91.6,98,98.5,100,0
1211,0,11061.07,9,12,0,0,1,0.02,0,12,98,98,100,100,0
1212,0,11265.77,12,9,3,1,0,0.84,1,13,98,98,86.8,96.3,0
1213,0,14298.8,12,3,3,1,0,0.44,0,15,98,98,100,94.1,0
1214,0,2829.24,6,6,3,1,0,5.41,0,13,80.5,98,87.3,100,0
1215,1,2369.54,3,9,2,0,0,0.73,1,18,73.7,98,85.9,100,0
1216,1,4832.88,9,0,0,0,0,1.45,1,14,76.7,98,72.1,100,0
1217,0,3733.44,16,16,2,1,0,2.02,0,14,98,98,97.4,100,0
1218,0,3510.26,0,6,1,1,0,4.28,1,13,76.7,87.7,79.7,100,0
1219,0,7290.69,3,3,4,0,1,1.24,0,13,89.6,98,91.3,100,0
1220,0,9054.16,6,12,1,1,0,4.58,1,12,96.5,98,90.8,100,0
1221,1,2235.36,3,6,5,1,0,0.46,0,12,73.3,88.6,71.7,100,0
1222,0,17648.27,9,0,3,0,0,0.88,0,14,98,98,100,98.3,0
1223,0,18752.95,12,9,2,0,1,0.17,1,14,98,98,98.3,100,0
1224,0,7385.84,9,3,4,0,0,2.41,1,18,92.2,98,82.3,100,0
1225,0,16792.61,6,16,1,0,0,1.22,0,13,98,98,100,99.1,0
1226,0,42170.03,12,0,1,1,0,3.38,0,16,98,98,98.3,100,0
1227,0,15081.96,6,6,1,0,0,1.09,0,12,98,98,99.4,98.3,0
1228,0,6979.51,0,12,5,0,0,0.41,0,15,98,98,98.3,100,0
1229,0,5388.82,12,3,2,1,0,0.85,1,16,83.8,98,83.9,100,0
1230,0,14346.5,3,6,4,1,0,0.01,1,15,98,98,100,98.7,0
1231,0,3539.67,6,6,5,1,0,0.36,1,15,87.4,98,85.1,99.1,0
1232,0,36896.77,0,6,5,0,0,0.44,1,13,98,98,89.8,100,0
1233,0,8479.73,3,16,3,0,0,0.68,0,14,98,98,96.7,91.2,0
1234,0,2078.54,0,0,2,1,0,10.07,1,15,51,82.6,48.1,78.3,0
1235,0,7693.5,9,9,3,1,0,6.72,0,18,98,98,96.4,95,0
1236,0,16556.38,0,6,3,0,0,0.46,0,15,98,98,90.1,92,0
1237,0,6699.93,6,6,1,0,0,0.03,1,14,93,98,89.1,100,0
1238,0,3995.71,3,0,2,0,0,0.37,1,12,76.3,98,77.9,100,0
1239,0,6538.8,9,0,6,0,0,0.08,0,15,84.2,98,83.4,100,0
1240,1,2591.19,12,12,2,0,0,1.11,1,16,92.2,98,100,100,0
1241,0,10159.69,6,9,2,1,0,2.07,0,15,85.8,98,89.1,100,0
1242,0,7135.35,6,3,3,1,0,0.61,1,17,68.7,98,65.4,100,0
1243,0,7238.47,12,6,0,0,0,0.1,0,14,98,98,100,100,0
1244,0,11036.81,6,9,3,0,0,1.31,0,15,98,98,89.6,98.7,0
1245,0,5546.47,0,3,0,0,0,0.79,1,14,84.3,98,100,98.3,0
1246,0,20858.6,3,6,4,0,0,1.09,1,16,98,98,96.2,100,0
1247,1,4117.06,6,12,3,1,0,4.23,0,17,84.6,98,85,100,0
1248,0,6735.34,12,3,2,0,0,1.16,1,12,79.6,98,80.1,97.5,0
1249,1,2360.01,9,3,3,0,1,1.07,0,12,71.5,98,84.6,100,0
1250,0,7326.66,3,12,2,0,0,0.94,0,14,98,98,100,97.7,0
1251,0,16534.94,0,12,3,1,0,2.44,1,16,98,98,93.7,94.5,0
1252,0,14284.89,6,6,1,0,0,0.01,1,14,98,98,100,100,0
1253,0,24158.41,6,6,1,0,0,0.25,1,16,98,98,100,94.3,0
1254,0,9113.87,6,6,2,0,0,0.06,0,14,92.9,98,91,100,0
1255,0,8329.02,12,0,0,0,1,0.39,0,17,98,98,100,100,0
1256,0,23878.26,9,12,1,0,0,0.09,0,14,98,98,94.8,99.6,0
1257,0,6052.17,6,6,1,0,0,1.83,1,16,97.2,98,98.9,93,0
1258,0,4201.63,3,6,2,1,0,6.39,1,18,74.7,91.9,91.5,96.9,0
1259,0,5664.84,6,6,3,0,0,0.76,1,18,96.1,98,92.7,100,0
1260,0,19845.36,6,6,2,0,0,0.37,0,13,98,98,100,95.2,0
1261,0,9579.94,12,12,1,0,0,0.17,0,16,98,98,99.1,92.9,0
1262,0,12925.42,12,6,4,0,0,0.12,0,12,98,98,79.6,100,0
1263,1,4680.38,9,3,3,0,0,0.01,1,14,85.3,98,83.6,99.8,0
1264,1,3587.49,12,9,1,0,0,0.13,0,14,97.4,98,94.1,100,0
1265,1,3268.86,0,16,4,1,0,3.32,0,15,84.8,95.3,93.6,100,0
1266,0,5616.14,0,0,3,0,0,0.94,0,13,80.4,98,94.1,100,0
1267,0,16218.39,12,16,3,0,0,0.08,0,18,98,98,93.9,100,0
1268,0,14266.08,9,0,2,0,1,0.37,0,14,98,98,100,100,0
1269,0,9663.69,6,16,5,0,0,0.31,0,15,98,98,85.5,100,0
1270,0,10444.01,3,12,1,0,0,0.02,1,12,97.7,98,88.1,91.3,0
1271,1,1278.02,0,3,2,0,0,0.81,0,16,70.1,95.4,80.2,100,0
1272,0,4397.09,9,0,1,1,0,0.47,1,14,66.3,96.6,50.7,100,0
1273,0,6596.06,6,6,1,0,1,0.28,0,18,95.3,98,100,100,0
1274,0,20689.83,9,6,1,1,1,0.51,1,15,98,98,97.8,100,0
1275,0,4835.37,3,16,0,0,0,0.46,1,18,95.3,98,95.1,97.8,0
1276,0,1934.4,6,3,2,0,0,1.73,0,16,78.6,98,77.2,100,0
1277,1,3415.82,6,12,2,1,0,3.27,1,16,87.4,98,87.7,100,0
1278,0,14350.77,9,6,1,0,0,0.06,0,17,98,98,90.2,100,0
1279,1,1900.07,9,3,4,0,0,0.25,0,14,74.5,98,81.8,100,0
1280,0,18742.24,6,12,1,0,1,0.57,1,14,98,98,92.4,100,0
1281,0,9529.74,3,9,3,1,0,2.13,1,16,82.9,98,97.8,89.7,0
1282,0,10147.36,3,6,4,0,0,0.8,0,16,98,98,100,100,0
1283,0,18502.23,3,3,3,0,0,0.6,0,16,98,98,97.6,100,0
1284,0,50772.13,9,12,4,1,0,5.71,0,15,98,98,100,100,0
1285,0,7727.92,3,6,2,0,1,1.77,0,15,77.1,98,91.1,96.1,0
1286,0,11261.23,16,3,2,0,0,0.02,1,17,98,98,100,93.7,0
1287,1,2912.03,6,3,1,0,0,0.2,1,13,83.5,98,90.6,99.9,0
1288,0,5760.61,9,12,5,0,0,0.57,0,14,98,98,90,100,0
1289,0,15993.95,6,3,1,0,0,0.85,0,18,98,98,100,86,0
1290,1,1915.22,6,9,5,0,0,3.13,1,16,80.3,98,88,100,0
1291,0,3730.72,3,16,3,0,0,0.41,1,17,92.6,98,94.1,95.1,0
1292,0,30349.73,6,9,1,0,0,0.15,1,12,98,98,100,92.5,0
1293,0,13804.72,12,9,1,0,0,0.55,1,16,98,98,94.8,87.9,0
1294,0,10817.19,0,0,0,1,0,0.49,0,16,77.3,98,76.7,100,0
1295,0,5484.94,6,6,6,0,1,0.24,1,14,74.8,98,87,100,0
1296,0,25405.11,9,6,1,0,0,0.68,0,15,98,98,96.6,92.3,0
1297,0,3930.8,0,3,5,0,0,0.1,1,16,60.6,88.8,64.5,83.4,0
1298,1,1517.84,0,0,3,1,0,0.16,1,13,60.9,80.8,78.2,94.6,0
1299,0,16938.48,6,9,1,0,0,0.36,0,17,98,98,100,100,0
1300,0,1846.01,3,12,2,1,1,0.55,0,15,74.7,90.3,78.6,88.6,0
1301,1,2147.55,3,9,1,0,0,1.06,1,17,74.8,98,84.9,100,0
1302,0,6495.8,0,12,2,0,0,0.17,0,15,91.5,98,76.3,100,0
1303,1,4176.6,12,6,2,0,0,0.48,0,13,85.8,98,93.1,100,0
1304,0,4680.42,9,12,2,0,0,0.7,0,14,98,98,85,94.2,0
1305,0,6520.55,0,9,3,1,0,4.56,0,17,63.3,94,64.3,96.6,0
1306,0,21917.67,6,16,1,0,0,0.19,1,18,98,98,96,99,0
1307,0,7061.29,3,3,4,0,0,0.1,1,15,73.9,98,74.6,100,0
1308,1,1056.61,9,3,1,0,0,1.19,0,17,74,98,81,100,0
1309,0,30106.67,6,0,2,0,1,0.29,1,12,98,98,99.8,96.6,0
1310,0,17609.42,0,16,3,1,0,4.43,1,18,98,98,82.7,100,0
1311,0,8235.8,6,12,2,0,0,0.03,0,17,98,98,100,85.8,0
1312,1,971.54,16,12,2,1,0,1.95,1,15,83.4,98,96.6,100,0
1313,0,19816.09,12,16,3,0,1,0.28,1,13,98,98,100,100,0
1314,0,4207.96,12,6,4,0,0,1.57,1,15,98,98,90.1,100,0
1315,0,31686.31,6,0,6,1,0,1.75,0,12,98,98,98.1,100,0
1316,0,15992.65,9,9,1,0,0,3.02,0,13,98,98,100,94.7,0
1317,0,12514.83,0,0,5,1,0,0.64,0,18,80.2,98,87.7,86.1,0
1318,0,8474.6,9,6,2,1,0,2.76,0,12,90.8,98,100,95.1,0
1319,0,28774.35,12,3,1,0,0,0.18,0,13,98,98,99.8,100,0
1320,0,2563.41,16,9,5,0,0,0.08,1,16,94.3,98,100,100,0
1321,0,4857.24,6,6,4,0,0,0.23,0,18,94.5,98,100,100,0
1322,0,8685.52,16,12,0,0,0,0.26,0,13,98,98,90,93.7,0
1323,0,11771.64,12,12,1,0,0,0.6,0,13,98,98,97.1,95.9,0
1324,0,11314.07,3,6,2,0,0,0.18,0,16,97.3,98,94.8,100,0
1325,0,13178.15,9,3,5,0,0,1.75,0,17,98,98,98.9,100,0
1326,0,10139.24,0,12,3,1,0,10.86,0,14,98,98,92.5,99.2,0
1327,0,3162.08,9,0,2,1,0,4.8,1,17,68.8,95.4,80.4,100,0
1328,0,2877.32,3,0,5,0,1,1.53,0,14,51.6,92.9,53.4,88.1,0
1329,0,6279.26,6,3,3,1,0,0.19,0,15,76.2,98,76.6,100,0
1330,0,15941.58,12,16,2,0,0,0.53,1,14,98,98,100,100,0
1331,0,8495,9,9,2,0,1,0.37,0,13,98,98,100,96.2,0
1332,0,10137.96,9,3,3,1,0,10.97,1,15,98,98,96.6,96.9,0
1333,0,4149.43,3,9,5,0,1,0.38,1,16,93.9,98,100,100,0
1334,0,13668.19,0,6,2,0,0,1.76,0,15,98,98,98.7,100,0
1335,1,3936.18,3,9,3,0,0,0.86,0,17,81.5,96,87.3,100,0
1336,1,1593.93,9,3,3,1,0,3.67,0,13,74.9,98,88.5,100,0
1337,0,23725.77,9,6,2,1,0,0.3,1,16,98,98,100,98.4,0
1338,0,7482.46,9,12,1,1,0,1.2,0,16,98,98,100,100,0
1339,0,2817.38,3,6,4,0,0,0.57,1,16,68.7,92.1,73.6,100,0
1340,0,11992.37,12,12,1,1,0,3.73,1,15,98,98,99,97.8,0
1341,0,7261.86,0,6,4,0,0,1.99,1,15,93.2,98,100,100,0
1342,0,7758.61,9,0,1,1,0,6.02,0,17,91.6,98,88.9,94.3,0
1343,0,4837.86,0,6,1,0,0,0.6,1,14,92.2,98,71.7,93.2,0
1344,0,8236.36,6,12,4,0,1,0.49,1,15,80.1,98,81.3,96.2,0
1345,0,6526.59,6,3,4,1,0,6.5,1,16,81.9,95.8,83.8,100,0
1346,0,5553.67,0,6,0,0,0,0.28,1,15,66.7,98,84.3,93.1,0
1347,1,1465.37,3,12,2,0,0,0.43,0,15,67,91.9,72.2,97,0
1348,0,8759.22,3,0,3,0,0,0.18,1,17,84.9,98,93.5,96.5,0
1349,0,5982.16,6,0,2,0,0,0.08,0,14,81.3,98,81.7,100,0
1350,0,11468.44,3,3,4,1,1,3.47,1,18,78.9,98,91.7,100,0
1351,0,7386.94,9,9,3,1,0,0.06,1,14,87.2,98,89.7,89,0
1352,0,2866.43,0,12,1,0,0,1.12,1,12,80.7,98,77.6,100,0
1353,1,2545.48,12,0,0,0,0,0.06,1,14,68.2,98,68.5,100,0
1354,0,8904.4,6,3,4,0,1,0.33,0,16,94.8,98,100,100,0
1355,0,4579.73,0,12,0,0,0,0.03,0,13,85.2,98,83.7,100,0
1356,1,2420.39,9,6,2,0,1,1.67,1,14,74.3,96.5,79.3,100,0
1357,0,6417.58,9,12,3,0,0,0.07,1,16,98,98,85.3,100,0
1358,1,3973.75,16,9,3,1,0,0.13,1,16,93.5,98,100,100,0
1359,0,4682.65,3,0,2,1,0,4.17,0,13,65.8,92.3,59.6,86.2,0
1360,0,7699.06,0,12,3,0,0,0.96,1,17,94.8,98,99.1,100,0
1361,0,6530.73,12,9,2,1,0,7.81,1,13,79.7,98,77,97.5,0
1362,1,562.43,9,6,2,0,0,0.56,0,13,76.7,95.4,75,100,0
1363,0,18788.85,9,12,5,0,0,2.41,0,16,98,98,88.4,96.6,0
1364,0,22761.27,6,6,3,1,0,4.03,0,16,98,98,96.8,100,0
1365,0,21820.37,0,6,2,0,0,1.71,1,15,98,98,100,100,0
1366,1,1769.89,6,0,6,0,0,0.15,1,14,70.1,98,79.9,100,0
1367,0,5686.55,9,6,2,1,0,0.86,0,14,87.5,98,90.2,95,0
1368,0,21803.19,6,3,3,1,0,0.42,1,16,98,98,100,100,0
1369,0,7881.69,12,9,3,0,0,1.13,1,17,98,98,97.4,100,0
1370,0,16259.72,6,6,3,1,0,1.32,0,16,98,98,99.1,98.5,0
1371,1,2733.44,6,6,3,1,0,2.07,0,14,80.8,91.5,92,98,0
